ip, mean, std
5885416,3.378177966101695,3.313108029598006
5885422,30.395420792079207,38.8479704201316
5885426,35.0716010512694,29.819243996271297
5885444,12.146101500368943,20.778580742053386
5885460,14.189361479778452,16.151112001567892
5885479,11.401842664776755,9.745287443832783
5885495,13.022512708787218,12.837738506951846
5887258,1.844354881571156,1.5868449731414547
5887292,1.1176578970809128,0.6893385386757734
5887301,1.250960922292311,0.9915289257628613
5887428,6.369625455337962,3.4585509034060107
5887431,1.4199263490590657,2.543891544764327
5887444,14.561865766409289,2.2406317907078837
5103123,1.9855840537781764,0.39561622405927943
5103128,1.0254763662287287,0.3976748811055032
5103136,1.052963020052408,0.47555641395519044
5103169,6.530106811690598,2.850793411725487
5103162,1.8337382723432887,0.5973585883895621
5103152,2.44548242173572,1.8920460397682315
5103157,1.4157308451069561,1.5979149160085355
5887453,12.641221794724911,3.589119781747509
5885507,6.729431721798134,2.6980797241447565
5885509,1.9813382036011402,0.2933563613877015
5885555,11.67155488462368,6.853144595487214
5885321,39.57176558760656,46.124128973648986
5885325,25.351458919742424,25.158713880771458
5885329,1.9544494248275994,0.3400082306918043
5885337,1.040539013425723,0.523356721725699
5885339,42.77600283057854,32.991352380644386
5885342,1.9800030837145146,0.45433482480892373
5885344,1.0189458861778893,0.3603409487937492
5887185,30.857239288226214,32.56928296961359
5887195,2.043015599493529,0.3877145658111255
5887197,7.940860215053763,0.5990559883970444
5887206,5.408512568824366,3.3730680125133805
5887200,21.338175794993763,26.03868480952425
5887210,1.3249841238978521,1.0240884998885966
5887228,1.677851780014258,1.3206800560010132
5887248,6.409364194947916,6.447203585029984
5887269,1.3932934754354043,0.5756850716379733
5887272,3.645716050735829,1.1413712595994139
5887283,2.264952594188212,1.43924216930658
5103159,7.327295277760764,4.518834225156922
5103166,3.4051171728964302,4.559751389228686
5103173,1.814267439569557,1.7068251224757163
5885391,33.89208864162455,32.00849736084757
5885536,14.452973296263226,2.467756673672909
5885541,1.989174201900364,0.44519109968052234
5885549,1.9841942740572036,0.45655043334618284
5885561,9.179046449764682,6.28900083342377
5885312,6.648073546121268,6.228261329394521
5885450,2.1266659072787335,2.3253714735841533
5887212,3.084669845398064,3.199714250683551
5887215,2.1075516828976593,2.548212581316447
5885544,15.378542912495242,2.9482886003325186
5887452,7.4566163591004795,4.147352419564607
5885375,50.51193826921662,33.34078272969599
5885485,1.8159944778621437,2.204348100200654
5887254,5.069036008602883,3.388993797636786
5103133,2.7147863247863246,4.399332136237686
5885387,27.109866232090717,43.13545207762821
5887156,1.6102329061827705,1.61819119640175
5887165,1.8312547131504147,2.1852555811397414
5103146,7.446808510638298,1.8884701749378079
5885408,1.3641025641025641,0.8915294355319078
5885410,49.65403797620478,42.162918907263254
5887263,2.507481388663669,2.8770919928979564
5885434,3.572611121108512,3.223037446567448
5885442,2.7349582784365394,2.9379131902591102
5885464,6.2470373746581584,7.5114044481354485
5885477,2.8170701478972155,2.4392984829536575
5887438,2.007533902561527,0.4269235087239185
5103120,5.179463171036205,3.4334137238623144
5885365,1.888383942711561,0.31945246518692216
5885373,1.574090982329878,1.8625140726195366
5887447,5.675978932905885,3.29631606622348
5887449,2.1280214861235454,2.5707348449863643
5887260,2.4940915805022157,2.868158191695113
8081636,18.20815366522932,8.21299823602811
8081643,2.0146284376828554,0.3900215462617687
8081660,1.027457757296467,0.2975429142997122
8073058,6.803749043611323,1.0672353538224226
8073060,6.803749043611323,1.0672353538224226
8073062,6.803749043611323,1.0672353538224226
8073064,6.802639127940333,1.0701466808515039
8073065,6.802639127940333,1.0701466808515039
8073066,1.9810996563573884,0.35040174019293
8073106,1.8267716535433072,2.259170247613138
8073114,1.5345911949685536,1.8489496396563527
8073118,15.572347266881028,6.552317816381122
8073125,2.25,1.27090945522232
8074480,1.0159786950732357,0.1253928880638468
8074484,1.0852059925093633,0.7675818434577785
8074487,1.05742935278031,0.6314327667308813
8073361,16.882388541456525,5.6314492093628585
8073363,16.784270998415213,1.5610953982914664
8073365,16.87926612744131,1.346331378636047
8073367,16.879700728489862,1.3734965752111217
8081707,1.0271119842829077,0.3766929164118428
8081719,1.0151963686599565,0.3257969474983492
8081728,1.0221650504650703,0.39327352287356104
8081733,1.016554986204178,0.3400159347163237
5087722,16.87747957992999,4.107672099484612
6125144,10.949198905822588,4.592133369732141
6125145,16.750292625829108,1.9578256470764799
4863456,8.9,1.0908712114635672
4863461,16.75,1.984313483298443
4863464,49.540625,59.5142963884261
4863470,3.553125,1.5371410912388548
4863502,16.72755905511811,1.9721955935228273
4863510,6.886255924170616,0.8182461366789529
5087712,6.810995891215026,0.7026547795133892
5087716,6.9276044732195405,0.6391648419899862
7259760,6.900311526479751,0.7579998455669341
7259766,6.873590042784909,0.8503132248071664
7259770,2.313447337738049,0.8258137872653926
8081588,6.869413136416634,0.8654356940136045
8081589,2.27861562258314,0.7909380032297864
8081603,1.2968992248062015,1.0766325612830308
8081593,3.254185692541857,7.363542370023892
8081600,2.1335037357451827,0.7302721931560358
8081620,2.5806451612903225,1.8486995175927183
8081623,1.3878504672897196,0.775827599161874
8074415,1.6299212598425197,1.9794342212661857
8074424,1.3714285714285714,0.48318670072250763
8074427,1.0670103092783505,0.6816023645784107
8074448,1.0298189563365283,0.45589858981873876
8081683,2.005920663114269,0.3440613434166559
8081685,15.911869085173501,1.1505044053141384
8081692,2.017906336088154,0.4044641008271413
7259838,16.812965139052096,1.6912241924282367
5087721,16.928096912856585,3.7825709301641828
4863772,9.859375,1.1161763343553741
5886084,75.33846153846154,88.95080350276184
5886091,2.0061633281972266,0.5026514393412432
5885221,6.967692307692308,4.023072216499679
5885223,6.806451612903226,1.06010817581647
5885225,8.691244239631336,13.275234793423815
5885226,1.967741935483871,0.17668469596940523
5885254,169.31588132635252,118.41461327824341
5885257,2.024390243902439,0.5173952057462551
5885265,1.0122591943957968,0.29268425465566783
5885267,260.7153846153846,143.2659192183102
5885289,1.0108024691358024,0.2747737080056735
5885300,1.010752688172043,0.27414083406413053
5885353,7.628785411917942,1.5680395674789775
5885395,11.774360178445644,7.4960138132156
5885400,2.906287545054065,2.50238742916279
5887298,4.660216464414562,3.1392720930546982
5887289,6.550103305785124,2.568095330335552
5885378,3.7592472420506167,2.854198806767527
5885381,3.332420924574209,3.0381627784838723
5887280,7.541383989145183,1.7071911867376692
5887266,7.525252525252525,1.7497095536373242
5887230,6.833953621528772,2.6078617239792306
5887162,4.094535175879397,3.2788411491601415
5887189,7.21588693957115,2.1411409218583257
5103154,6.436828722152644,2.915252047601384
5885456,10.527791856732556,6.159385228760857
5885491,11.803053435114505,4.9946255260605605
5887435,7.518427518427519,1.7717492249186493
5885468,1.6573024200372313,1.4161889106784273
5887221,3.784384274272095,0.7291443681047213
5887441,7.8172504957039,1.1161761280156999
5885471,5.320971867007673,3.0860290870409313
5887223,10.949625272744521,24.59505499096346
5885551,11.48436489109338,4.18145975252422
5103125,7.808985024958402,1.1404464496857523
5885558,7.354260089686099,2.025635539880053
5885565,6.736720554272518,2.3356897421069185
5885482,2.9354469060351414,2.546293350541773
5887233,7.44557477110885,1.888778839308427
5103130,7.150826079232545,3.5656989380331106
5885403,6.219257540603248,3.0482508629480347
5887152,6.126257498846331,1.7090459329894765
5885316,5.15054787994283,2.7706027459668934
5885499,2.5822306238185253,2.4574538315778027
5103138,7.473556525958273,1.8460665174719058
5885502,4.546967788375023,1.4756734984781525
5103142,7.35370611183355,2.026415906788189
5887153,3.938617828015453,3.4546852326916677
5887278,5.085932527052832,3.4506061893153825
5885332,7.470417070805044,1.8511138337416206
5103175,3.8140873687775145,2.8198496959905244
5103180,8.942741866254615,4.371581259446303
5887171,7.655014701078079,1.5145699363968106
5887183,2.8165878417349175,2.841577311674099
5885437,3.135917566241413,2.5791067021044167
5887174,3.1865671641791047,2.7388552001072624
5887177,6.117069980379333,2.9089119591035693
5885447,4.8494117647058825,3.48183938979565
5885360,9.582203598718264,3.7147765712186755
5885430,6.339669130587821,8.596865486597094
8081609,7.5625,1.6944302139657448
8081616,10.686567164179104,8.917045483563308
8073082,4.589743589743589,3.498849251982704
8074371,7.681818181818182,1.4580922665768583
8074374,3.216666666666667,3.256233338622334
8074377,1.1077283372365339,0.8575938461112456
8074402,1.0839920948616601,0.7464412749926214
4863480,4.203497615262322,2.0181813915422997
4863495,2.440381558028617,2.562731026749138
4863686,3.6923076923076925,3.4055297878736392
6125121,4.333333333333333,3.4960294939005054
6125124,14.03061224489796,8.436381468272844
6125134,19.226059654631083,11.086816488889104
8074320,6.75,2.6100766272276377
8074332,2.8072289156626504,2.926644656872034
8074335,1.5273972602739727,1.8476019462463547
8074365,1.0195121951219512,0.13831655491471062
7259832,7.125,2.315032397181517
7259837,16.908356326369727,1.213053565938204
4863968,8.84472049689441,1.1732473711573803
4863973,16.66614906832298,2.2413470777905418
4863976,16.653726708074533,2.323182203926511
4864016,1.034375,0.4352509154212085
7259777,2.721311475409836,3.0143435657687183
7259781,1.8053097345132743,2.233527338783001
8081585,3.8,3.4292856398964484
8081584,6.978441455696203,0.2526168887042938
8074351,3.857142857142857,3.4404555939406563
8074353,1.359375,0.6929824019230214
8074359,1.1608108108108108,1.048720915592919
8074362,1.105263157894737,0.8519165292757134
4863655,3.1,3.2078029864690882
4863668,35.806656101426306,63.34530944181697
4863676,6.985736925515056,0.2481999613369489
8073569,1.9411764705882353,0.23529411764705893
8073646,11.747899159663865,14.86308296021618
8073650,2.4285714285714284,1.7866914619587524
8073653,1.8709677419354838,2.293636856875446
8074310,1.5490196078431373,1.8819444001100922
8081739,7.066666666666666,2.379542439676632
8081747,10.316175014848545,1.5079849831551586
8081748,16.946255680695515,0.8971382574516324
7259792,2.0140260766495457,0.35612941541118065
7259836,15.98020194020986,0.5525306145259149
4864397,6.488853503184713,1.125077473993561
5887218,7.592838196286472,1.635968927550167
8074390,1.4630872483221478,1.5173426521163063
8074399,3.6444444444444444,3.393821546775556
8074349,4.230769230769231,3.4896296068350012
6125137,6.996832101372756,0.1378308970505098
8073157,1.1323529411764706,0.37979916382779283
8073248,1.6756756756756757,1.798709057405368
8073271,1.897810218978102,0.30289772147804916
8073274,1.3206896551724139,1.4156463883292079
4863360,4.9609375,0.5391304305024435
4863361,6.90625,0.7441175562369161
4863363,6.897035881435257,0.7792195465186096
4863365,6.897035881435257,0.7792195465186096
4863367,6.897035881435257,0.7792195465186096
4863369,6.897035881435257,0.7792195465186096
4863370,2.0093603744149764,0.3704023148017171
4863428,15.729064039408867,1.7636614616290867
4863432,16.849514563106798,5.139951527602021
8076042,3.9357142857142855,1.4253356210566899
8076051,2.006677796327212,0.4400130685847391
8073358,9.016224188790561,7.826362447847551
8073359,12.302294497660949,9.615610525369618
8081657,31.742857142857144,51.834264925897784
8074472,7.1178918169209435,5.29765593304885
8074477,2.093877551020408,0.7635599125859621
8073099,5.48,3.36
8073103,1.9702970297029703,2.418801951808043
8074337,8.381428571428572,6.566272977597414
4863468,5.8,2.4000000000000004
4863477,125.64788732394366,54.185804125951954
8073470,5.875,0.7806247497997998
8073477,3.9473684210526314,3.45609582302779
4863711,8.887675507020282,1.1337350339270822
4863716,16.702492211838006,2.155979879450079
4863720,16.85692068429238,5.067021527343334
4863726,2.017107309486781,0.4938373240623693
4863751,1.1211180124223603,0.8438237384673527
4863755,7.94392523364486,2.0232223875048807
4863758,16.66201550387597,2.1938318676063897
4863766,6.8602484472049685,0.9049744859727216
8073262,7.333333333333333,2.054804667656325
4864361,1.105021080873898,0.5834777062964499
8164407,1.2857142857142858,1.0301575072754257
8164414,1.0,0.0
5886582,32.57032457496136,15.312840235974907
5886587,35.733024691358025,15.303756360857076
8081705,11.25,5.104031383488581
4863516,9.78516228748068,1.4945224863048283
8074421,7.125,2.315032397181517
4864042,1.0326086956521738,0.47665243368001636
4864058,1.0108695652173914,0.2756243985457805
4864308,12.784496124031008,2.5209340465469006
4864312,2.003095975232198,0.4381105788880794
4864321,1.0386398763523956,0.4879284715409881
8073341,1.034725093013642,0.4918026220046983
8073357,11.30921052631579,9.17679679282108
5885641,33.25709779179811,13.264423912666357
5885643,16.905362776025235,1.2698405017715115
5885645,16.85062893081761,1.468114859153095
5885646,16.838304552590266,1.6280244738539602
5886101,1.990521327014218,0.27520817328829916
8081672,6.001592039800995,0.086946273433644
8073056,6.989920948616601,0.1666254043398873
8074325,1.3255813953488371,0.4685916669676717
4864228,6.990438247011952,0.2393305053855173
4864241,2.48,2.7730128019899225
4864273,13.884493670886076,1.3919797609962778
4864277,16.90851735015773,1.151527586652617
4864281,2.02992125984252,0.4834773908889389
4864694,4.313148788927336,0.8708267451545032
4864819,16.974643423137877,0.6364450281083367
4864821,16.924170616113745,1.0988721703271744
4864823,16.88031496062992,1.343930032515028
4864825,16.824175824175825,1.6680145899789314
4864826,16.82574568288854,1.6535285380242455
8074438,2.0725806451612905,0.7743195461987195
8074440,1.896551724137931,2.312556841220627
8074388,2.375,1.455234803505377
4864020,7.9411764705882355,2.6450973124608375
4864023,15.0,4.27617987059879
4864034,6.428571428571429,1.761261143705421
8074379,2.8947368421052633,2.221775886232151
4863733,12.090909090909092,4.9074071186421016
4863736,4.113924050632911,1.728300121705531
8073481,4.440860215053763,2.4949944107136646
8164515,5.2,3.6
8164220,4.7716390423572745,0.9857952835981942
8164236,1.0386029411764706,0.5183921306962719
8164298,1.1308411214953271,0.9480339927413648
8074396,3.3076923076923075,2.5835162498071793
8073550,5.25,3.418698582794336
8116104,6.25,3.031088913245535
8116120,2.75,3.031088913245535
4863807,1.0110759493670887,0.2782246734479859
4863924,17.315372424722664,8.576886428316783
4863932,6.9873217115689386,0.24507372574391673
8073496,3.026315789473684,3.174626725718384
4863499,9.199680511182109,1.1304950540608076
4863979,9.0,8.0
4863996,2.0,2.0
4864008,1.0,0.0
4864338,1.0,0.0
4864341,2.1666666666666665,2.6087459737497554
