ip, mean, std
4430568,5.5406548933039,5.158667439860304
4430577,11.550393560327334,3.486365623009625
4430585,3.6112002406497545,2.0891618668829963
4430597,2.406583138289031,1.0754182821380147
4430601,1.0408433971702158,0.44977627279503285
4430646,4.9092948905014815,2.653643436868629
4431070,7.974734042553192,6.659511669330437
4431078,1.0899804257401517,0.7080205157726349
4431082,11.659597989949749,31.502186345742953
4431088,1.1485625909752548,0.6976028845642276
4431095,10.721668115082904,5.703254156485098
4431111,6.044693622838125,4.673773650492113
4429600,170.18716266710953,120.27779258321756
4429613,45.15622786181606,58.14840711971679
4429619,2.0131300876643707,0.849234775985524
4429632,1.382867132867133,1.5916917693573904
4429651,21.602654176424668,50.79611287026724
4429656,5.29560424788278,2.7049407940667924
4429735,12.759355468234922,5.0371680029708426
4429756,1.0219794569869003,0.35210808358315476
4429761,1.017670273146506,0.34811599531398835
4429765,12.55404467034147,5.376672602425772
4431122,5.191000918273645,3.4311102767099526
4429605,3.026001138736003,5.277054356776912
4429743,1.8199861465294735,0.5050752044967431
4430129,1.1058243157224699,0.32862259799096455
4430147,5.837521557033752,2.367626023084215
4430163,6.876628701594533,4.03411746785468
4430171,1.6810469591993842,1.0645130935575444
4430175,7.84279936517688,5.284438524590616
4430183,1.9138057124283916,0.7601649040199752
4430196,1.1304810472213298,0.7677391872031656
4430201,1.0534612341772152,0.5226191926160029
4430768,1.3371090230402882,1.4111206938626588
4430772,1.5166459767520595,1.8301909113450991
4430785,1.6793770646531383,1.6764150802658078
4430789,1.2228879568603954,1.1582630122475934
4430975,4.952014500588292,3.442880029605516
4430995,1.1077250726040657,0.8088644616071167
4429723,12.469944391280764,5.203779423249628
4429747,9.994275901545507,6.243391137042957
4429802,10.068753097783757,5.236083613015958
4429822,1.332340879725858,1.3320613612427945
4429826,1.2405742230635748,1.2749559169973845
4429830,8.691307988611623,5.838922795165767
4430298,4.743236143945364,2.1893258573514944
4430311,1.848918225155849,2.274260423213297
4430315,9.928469581749049,3.761593907170669
4430385,1.5816606554806336,1.440428887268603
4430390,7.947905382999889,4.977774720050325
4430589,11.025877558075535,4.671303931354056
4430908,10.23251895534962,7.505001127769354
4430917,1.9236842105263159,1.6808175273348185
4430921,1.642066937403725,2.0204501007743545
4430925,1.2985553772070626,1.3320766080184676
4430949,1.3254893647092079,1.4739342680139462
4430953,1.164966968122635,0.9998943231311291
4431034,1.0602262745972024,0.6463740409477694
4431038,1.0682776060691206,0.6519235505742585
4429711,10.266977654542488,4.025934525113291
4429719,1.9628746637428764,0.6523812716669907
4429731,1.915552528269584,0.4745783225742215
4429916,1.83377969762419,1.1525984218680678
4429928,2.000609709625791,1.029750593966765
4429932,1.0237705923231002,0.31011754173730766
4429963,8.613483146067416,3.7685570968402167
4429972,2.0935800920117105,1.661595562596222
4429977,9.8351406903395,5.060919807227051
4429986,1.5394433844331863,0.5012061044299851
4429991,1.282941212605197,1.3785981134638507
4430491,1.7868403015764223,2.21105505378094
4430496,6.429688753994543,3.2779930945450495
4430550,7.199915200339198,4.972634034840421
4431066,1.297446305292764,0.8049386513358854
4430071,5.517097701149425,2.587990760099602
4430084,2.010547132498352,2.4602082067353006
4430089,1.1015721331689272,0.3126159376160443
4430105,1.4946939650552042,1.7923022163035578
4430680,12.444914168588266,4.605578348116052
4430689,2.0232636547538774,1.751542505610943
4430694,5.6459059142588925,3.2236035067761932
4429677,2.765337820346881,2.474868699552822
4429686,7.4172879448586295,5.367145214916214
4429703,1.9126320288173881,0.9702194960518427
4429706,1.2895100803234214,0.8989991357798797
4430228,12.214263420724095,4.313857420362768
4430236,2.062552594670407,1.795562352620176
4430257,1.358854222127569,1.385484682904342
4430261,1.3376141552511416,1.4881670307455903
4430265,8.405448717948717,4.239080014732051
4430858,3.798689002184996,4.871604006252919
4430867,1.9557673509286413,1.5099048906203412
4430871,1.3375387339530767,1.4981361764733458
4430875,1.2815001847518168,1.3752305040418937
4430882,1.2631912807796553,1.3315664892069827
4430990,1.452425456163774,0.7542091592101584
4429849,2.2745132743362833,2.1240814740095724
4429862,1.319767441860465,0.4824705720491999
4429867,1.4894004282655247,1.7850182684420768
4429871,13.196019601960195,4.268817451971506
4429908,8.899081788811426,5.568857661809243
4429920,9.450044343088813,6.354209053481664
4430411,2.7569550596147967,2.7438143250889864
4430424,4.857737104825291,2.542676188671562
4430438,1.7843204382060938,2.2070288479141498
4430443,8.319948979591837,4.545364312361635
4431004,2.4107692307692306,2.8080446565002597
4430015,5.236162361623617,3.4217049810479723
4430019,2.623404255319149,2.9543846078406464
4430023,1.1268670477595426,0.3866468071555501
4430040,1.4201417656264383,1.6626705194240432
4430044,1.0522533781145045,0.23682044857781362
4430053,1.3313643567209337,1.4863767845883098
4430615,2.888059701492537,2.5026015902939975
4430620,1.8420664206642066,2.277144942211514
4430625,12.540711078752578,3.7180151786231765
4430633,2.011820083682008,1.6824116087292207
4430637,12.2327890018944,4.25984472251619
4430205,14.017124353944828,3.924174377364886
4430793,5.461669505962521,1.3741982011016445
4430807,2.4468255557780894,2.2109885335354393
4430815,1.757037037037037,2.17397198321732
4430820,1.0721843897328445,0.30557333132074294
4430824,1.416908037653874,1.6566665179560252
4429798,2.243170137949689,1.8534625023164206
4430344,2.4038697788697787,2.8028981601307885
4430349,10.886069773115395,3.9101832068848017
4430358,2.0055920252856794,1.2503800913410754
4430380,1.140896329416658,0.9273318815809697
4430939,5.233455882352941,3.4222861465169836
4430944,1.473179723502304,1.6489263452694005
4431014,8.481270391938216,4.2734107268306065
4431024,1.7392709842826886,0.64491311275277
4431029,1.154915796963947,0.8764315505694893
4430526,1.8170656844689994,2.110729346854579
4430531,8.28776565192418,5.115878886055463
4430540,2.102318145483613,1.6750158445336465
4430545,1.5849782107152013,1.9371752548478938
4431103,3.8353675074586384,6.101551512441085
4430120,2.236970684039088,2.669962231025276
4430125,2.0594333102971665,2.5087116679906845
4430723,9.701784686240645,5.814515637102707
4430732,4.893462109955424,2.6881671350089107
4430285,2.24127538071066,2.012729956040391
4430879,1.6197964847363553,0.5597808769348066
4430894,5.520936264822135,1.8264109854672461
4429887,1.6125461254612545,0.5435544598515121
4429891,2.109382596013612,2.5563545191849597
4429896,10.53095577746077,4.06642041334554
4430452,10.722991689750693,7.8142622116365485
4430464,2.2510165780419142,2.04072236286943
4430486,1.8772277227722771,2.176557422966156
4429647,1.9804134929270947,2.2834140682891375
4429673,2.136495083863505,2.2690345376203025
4430848,1.2340779028982831,0.9849513077631837
4430970,3.657818811309867,3.397165118950864
4430000,2.6218606296427307,2.953403545998035
